Data Source in SDW: https://sdw.ecb.de/quickview.do?org.apache.struts.taglib.html.TOKEN=c0ed7df2bb82f9c6f8fa4ee1c1f14d13&SERIES_KEY=42.FM.B.U2.EUR.BL.SO.EESWE2_BGN.HST&start=01-01-2021&end=&snapshot=&submitOptions.x=0&submitOptions.y=0&trans=N
,FM.B.U2.EUR.BL.SO.EESWE2_BGN.HST
,"Euro area (changing composition) - Overnight interest rate swaps - EUR Overnight Index Swap (ESTR) 2Y - Historical close - Euro, provided by Bloomberg Finance L.P."
Collection:,End of period (E)
Period\Unit:,[Percent per annum ]
,,obs. status,obs. confidentiality,obs. comment
2022-05-23,0.7490000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-20,0.6930000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-19,0.7531000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-18,0.7450000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-17,0.7100000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-16,0.6216000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-13,0.5520000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-12,0.5215000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-11,0.6205000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-10,0.6765000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-09,0.7250000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-06,0.7920000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-05,0.7348000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-04,0.7373000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-03,0.7280000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-05-02,0.7110000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-29,0.7088000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-28,0.6480000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-27,0.5425000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-26,0.5850000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-25,0.5810000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-22,0.7054000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-21,0.6250000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-20,0.4810000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-19,0.4955000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-14,0.4840000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-13,0.5102000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-12,0.4850000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-11,0.5570000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-08,0.5030000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-07,0.4312000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-06,0.3910000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-05,0.3990000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-04,0.3355000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-04-01,0.3374000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-31,0.3330000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-30,0.4220000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-29,0.3570000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-28,0.2860000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-25,0.2524000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-24,0.2090000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-23,0.1450000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-22,0.1700000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-21,0.1130000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-18,0.0615000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-17,0.0530000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-16,0.0770000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-15,0.0530000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-14,0.0940000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-11,0.0460000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-10,0.0320000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-09,-0.0770000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-08,-0.1390000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-07,-0.1965000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-04,-0.2080000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-03,-0.1510000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-02,-0.1620000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-03-01,-0.2670000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-28,-0.1620000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-25,-0.0210000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-24,-0.0600000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-23,0.0040000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-22,-0.0110000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-21,-0.0490000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-18,-0.0590000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-17,-0.0400000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-16,0.0010000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-15,0.0410000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-14,0.0740000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-11,0.0764000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-10,0.0470000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-09,-0.0280000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-08,-0.0031000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-07,-0.0160000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-04,0.0120000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-03,-0.0700000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-02,-0.2130000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-02-01,-0.2390000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-31,-0.2350000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-28,-0.2980000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-27,-0.3200000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-26,-0.3460000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-25,-0.3570000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-24,-0.3700000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-21,-0.3550000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-20,-0.3440000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-19,-0.3430000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-18,-0.3310000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-17,-0.3340000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-14,-0.3440000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-13,-0.3740000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-12,-0.3695000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-11,-0.3590000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-10,-0.3730000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-07,-0.3760000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-06,-0.3950000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-05,-0.4020000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-04,-0.4030000,Normal value (A),Not for publication, restricted for internal use only (N),
2022-01-03,-0.3890000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-31,-0.4040000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-30,-0.4020000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-29,-0.4110000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-28,-0.4100000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-27,-0.4210000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-24,-0.4300000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-23,-0.4320000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-22,-0.4350000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-21,-0.4540000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-20,-0.4690000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-17,-0.4826000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-16,-0.4600000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-15,-0.4500000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-14,-0.4700000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-13,-0.4620000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-10,-0.4770000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-09,-0.4700000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-08,-0.4570000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-07,-0.4550000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-06,-0.4750000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-03,-0.4700000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-02,-0.4750000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-12-01,-0.4790000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-30,-0.4850000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-29,-0.4890000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-26,-0.4970000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-25,-0.4710000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-24,-0.4570000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-23,-0.4450000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-22,-0.4670000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-19,-0.4740000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-18,-0.4620000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-17,-0.4525000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-16,-0.4380000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-15,-0.4350000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-12,-0.4300000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-11,-0.3940000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-10,-0.4090000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-09,-0.4670000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-08,-0.4530000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-05,-0.4600000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-04,-0.4680000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-03,-0.4150000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-02,-0.4300000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-11-01,-0.3680000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-29,-0.3390000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-28,-0.3690000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-27,-0.4200000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-26,-0.4540000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-25,-0.4580000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-22,-0.4390000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-21,-0.4460000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-20,-0.4800000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-19,-0.4420000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-18,-0.4410000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-15,-0.5030000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-14,-0.5150000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-13,-0.4890000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-12,-0.4800000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-11,-0.5000000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-08,-0.5130000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-07,-0.5210000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-06,-0.5245000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-05,-0.5320000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-04,-0.5410000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-10-01,-0.5385000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-30,-0.5330000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-29,-0.5310000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-28,-0.5295000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-27,-0.5320000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-24,-0.5340000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-23,-0.5342000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-22,-0.5445000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-21,-0.5455000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-20,-0.5443000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-17,-0.5405000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-16,-0.5425000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-15,-0.5425000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-14,-0.5480000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-13,-0.5450000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-10,-0.5550000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-09,-0.5610000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-08,-0.5502000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-07,-0.5511000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-06,-0.5610000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-03,-0.5630000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-02,-0.5662000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-09-01,-0.5635000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-31,-0.5625000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-30,-0.5710000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-27,-0.5780000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-26,-0.5690000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-25,-0.5757000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-24,-0.5810000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-23,-0.5790000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-20,-0.5800000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-19,-0.5800000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-18,-0.5772000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-17,-0.5740000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-16,-0.5740000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-13,-0.5740000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-12,-0.5765000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-11,-0.5840000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-10,-0.5771000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-09,-0.5764000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-06,-0.5780000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-05,-0.5810000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-04,-0.5830000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-03,-0.5860000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-08-02,-0.5847000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-30,-0.5775000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-29,-0.5771000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-28,-0.5770000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-27,-0.5760000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-26,-0.5719000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-23,-0.5800000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-22,-0.5660000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-21,-0.5580000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-20,-0.5610000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-19,-0.5530000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-16,-0.5510000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-15,-0.5490000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-14,-0.5486000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-13,-0.5476000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-12,-0.5505000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-09,-0.5505000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-08,-0.5530000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-07,-0.5529000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-06,-0.5510000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-05,-0.5464000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-02,-0.5500000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-07-01,-0.5460000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-30,-0.5437000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-29,-0.5365000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-28,-0.5380000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-25,-0.5350000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-24,-0.5380000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-23,-0.5401000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-22,-0.5377000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-21,-0.5400000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-18,-0.5430000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-17,-0.5550000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-16,-0.5580000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-15,-0.5555000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-14,-0.5580000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-11,-0.5633000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-10,-0.5730000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-09,-0.5600000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-08,-0.5550000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-07,-0.5540000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-04,-0.5568000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-03,-0.5540000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-02,-0.5580000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-06-01,-0.5560000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-31,-0.5560000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-28,-0.5550000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-27,-0.5500000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-26,-0.5655000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-25,-0.5575000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-24,-0.5540000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-21,-0.5550000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-20,-0.5490000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-19,-0.5520000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-18,-0.5520000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-17,-0.5610000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-14,-0.5560000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-13,-0.5550000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-12,-0.5570000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-11,-0.5620000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-10,-0.5690000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-07,-0.5740000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-06,-0.5740000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-05,-0.5740000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-04,-0.5790000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-05-03,-0.5692000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-30,-0.5692000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-29,-0.5625000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-28,-0.5680000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-27,-0.5715000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-26,-0.5720000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-23,-0.5733000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-22,-0.5750000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-21,-0.5760000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-20,-0.5750000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-19,-0.5705000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-16,-0.5780000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-15,-0.5810000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-14,-0.5800000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-13,-0.5910000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-12,-0.5840000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-09,-0.5850000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-08,-0.5918000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-07,-0.5880000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-06,-0.5930000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-05,-0.5850000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-02,-0.5860000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-04-01,-0.5850000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-31,-0.5790000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-30,-0.5795000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-29,-0.5890000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-26,-0.5895000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-25,-0.5890000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-24,-0.5930000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-23,-0.5880000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-22,-0.5825000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-19,-0.5820000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-18,-0.5755000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-17,-0.5840000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-16,-0.5830000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-15,-0.5815000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-12,-0.5810000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-11,-0.5880000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-10,-0.5740000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-09,-0.5702000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-08,-0.5690000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-05,-0.5770000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-04,-0.5740000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-03,-0.5770000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-02,-0.5940000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-03-01,-0.5880000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-26,-0.5617000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-25,-0.5610000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-24,-0.5855000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-23,-0.5850000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-22,-0.5930000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-19,-0.5825000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-18,-0.5900000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-17,-0.5840000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-16,-0.5820000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-15,-0.5920000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-12,-0.5895000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-11,-0.5933000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-10,-0.5910000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-09,-0.5910000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-08,-0.5855000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-05,-0.5880000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-04,-0.5910000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-03,-0.5896000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-02,-0.6010000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-02-01,-0.6045000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-29,-0.6100000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-28,-0.6130000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-27,-0.6110000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-26,-0.5950000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-25,-0.6000000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-22,-0.5868000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-21,-0.5900000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-20,-0.5915000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-19,-0.5945000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-18,-0.6001000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-15,-0.6060000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-14,-0.6030000,Normal value (A),Not for publication, restricted for internal use only (N),
2021-01-13,-0.6030000,Normal value (A),Not for publication, restricted for internal use only (N),
