Data Source in SDW: https://sdw.ecb.de/quickview.do?org.apache.struts.taglib.html.TOKEN=ed67f455f89ad55f96bd96b8afb76bc8&SERIES_KEY=42.FM.B.U2.EUR.BL.EI.SX5E.HST&start=01-01-2021&end=&snapshot=&submitOptions.x=0&submitOptions.y=0&trans=N
,FM.B.U2.EUR.BL.EI.SX5E.HST
,"Euro area (changing composition) - Equity/index - EURO STOXX 50 Price EUR Index - Historical close - Euro, provided by Bloomberg Finance L.P."
Collection:,End of period (E)
Period\Unit:,[Points ]
,,obs. status,obs. confidentiality,obs. comment
2023-01-11,4099.7600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-10,4057.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-09,4068.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-06,4017.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-05,3959.4800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-04,3973.9700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-03,3882.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2023-01-02,3856.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-30,3793.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-29,3850.0700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-28,3808.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-27,3832.8900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-23,3817.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-22,3823.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-21,3872.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-20,3802.4900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-19,3811.2400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-16,3804.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-15,3835.7000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-14,3975.2600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-13,3986.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-12,3921.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-09,3942.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-08,3921.2700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-07,3920.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-06,3939.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-05,3956.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-02,3977.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-12-01,3984.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-30,3964.7200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-29,3934.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-28,3935.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-25,3962.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-24,3961.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-23,3946.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-22,3929.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-21,3909.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-18,3924.8400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-17,3878.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-16,3882.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-15,3915.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-14,3887.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-11,3868.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-10,3846.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-09,3728.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-08,3739.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-07,3708.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-04,3688.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-03,3593.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-02,3622.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-11-01,3651.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-31,3617.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-28,3613.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-27,3604.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-26,3605.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-25,3585.5800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-24,3527.7900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-21,3476.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-20,3492.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-19,3471.2400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-18,3463.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-17,3441.6400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-14,3381.7300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-13,3362.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-12,3331.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-11,3340.3500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-10,3356.8800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-07,3375.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-06,3433.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-05,3447.7200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-04,3484.4800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-10-03,3342.1700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-30,3318.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-29,3279.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-28,3335.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-27,3328.6500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-26,3342.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-23,3348.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-22,3427.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-21,3491.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-20,3467.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-19,3499.4900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-16,3500.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-15,3541.7900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-14,3567.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-13,3586.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-12,3646.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-09,3570.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-08,3512.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-07,3502.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-06,3500.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-05,3490.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-02,3544.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-09-01,3456.7000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-31,3517.2500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-30,3561.9200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-29,3570.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-26,3603.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-25,3674.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-24,3667.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-23,3652.5200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-22,3658.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-19,3730.3200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-18,3777.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-17,3756.0600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-16,3805.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-15,3789.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-12,3776.8100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-11,3757.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-10,3749.3500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-09,3715.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-08,3757.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-05,3725.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-04,3754.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-03,3732.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-02,3684.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-08-01,3706.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-29,3708.1000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-28,3652.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-27,3607.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-26,3575.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-25,3604.1600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-22,3596.4900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-21,3596.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-20,3585.2400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-19,3587.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-18,3511.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-15,3477.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-14,3396.6100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-13,3453.9700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-12,3487.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-11,3471.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-08,3506.5500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-07,3488.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-06,3421.8400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-05,3359.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-04,3452.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-07-01,3448.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-30,3454.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-29,3514.3200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-28,3549.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-27,3538.8800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-24,3533.1700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-23,3436.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-22,3464.6400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-21,3494.0000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-20,3469.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-17,3438.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-16,3427.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-15,3532.3200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-14,3475.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-13,3502.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-10,3599.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-09,3724.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-08,3788.9300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-07,3806.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-06,3838.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-03,3783.6600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-02,3795.1300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-06-01,3759.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-31,3789.2100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-30,3841.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-27,3808.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-26,3740.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-25,3677.1000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-24,3647.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-23,3708.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-20,3657.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-19,3640.5500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-18,3690.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-17,3741.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-16,3685.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-13,3703.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-12,3613.4300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-11,3647.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-10,3554.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-09,3526.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-06,3629.1700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-05,3696.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-04,3724.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-03,3761.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-05-02,3732.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-29,3802.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-28,3777.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-27,3734.6400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-26,3721.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-25,3757.5900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-22,3840.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-21,3928.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-20,3896.8100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-19,3830.7600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-14,3848.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-13,3827.9600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-12,3831.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-11,3839.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-08,3858.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-07,3802.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-06,3824.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-05,3917.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-04,3951.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-04-01,3918.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-31,3902.5200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-30,3959.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-29,4002.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-28,3887.1000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-25,3867.7300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-24,3863.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-23,3869.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-22,3926.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-21,3881.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-18,3902.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-17,3885.3200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-16,3889.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-15,3738.1100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-14,3741.1000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-11,3686.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-10,3651.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-09,3766.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-08,3505.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-07,3512.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-04,3556.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-03,3741.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-02,3820.5900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-03-01,3765.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-28,3924.2300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-25,3970.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-24,3829.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-23,3973.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-22,3985.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-21,3985.7100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-18,4074.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-17,4113.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-16,4137.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-15,4143.7100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-14,4064.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-11,4155.2300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-10,4197.0700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-09,4204.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-08,4129.2500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-07,4120.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-04,4086.5800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-03,4141.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-02,4222.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-02-01,4224.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-31,4174.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-28,4136.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-27,4184.9700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-26,4164.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-25,4078.2600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-24,4054.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-21,4229.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-20,4299.6100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-19,4268.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-18,4257.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-17,4302.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-14,4272.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-13,4315.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-12,4316.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-11,4281.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-10,4239.5200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-07,4305.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-06,4324.8100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-05,4392.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-04,4367.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2022-01-03,4331.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-31,4298.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-30,4306.0700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-29,4284.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-28,4311.9300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-27,4287.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-24,4255.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-23,4265.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-22,4217.0600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-21,4174.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-20,4107.1300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-17,4161.3500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-16,4201.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-15,4159.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-14,4144.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-13,4183.0400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-10,4199.1600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-09,4208.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-08,4233.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-07,4276.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-06,4137.1100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-03,4080.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-02,4108.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-12-01,4179.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-30,4063.0600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-29,4109.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-26,4089.5800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-25,4293.2400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-24,4276.2500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-23,4283.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-22,4338.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-19,4356.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-18,4383.7000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-17,4400.8100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-16,4401.4900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-15,4386.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-12,4370.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-11,4358.0000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-10,4348.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2021-11-09,4344.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
